"time","Sg","Lg","Lq","Iag","Iaq","Ismg","Ismq","Issq","R","D","Hg","AGG_TOTAL_PEOPLE","AGG_L_rowSums","AGG_I_rowSums","AGG_S_rowSums","AGG_R_rowSums","AGG_D_rowSums","AGG_H_rowSums","trans_rate","frac_contact_trace","Cgg","Cgq","t_latency","f_symp","t_Ia_R","f_mild","f_mild_iso","t_presymp","t_diag","t_mild_symptomatic","f_severe_death","t_severe_recovery","t_severe_Death","t_severe_Hosp","Hg_cap","f_Hg_saved","t_Hg","max_time_steps","CHANGE_Sg_in","CHANGE_D_in","CHANGE_Lg_in","CHANGE_Lq_in","CHANGE_Iag_in","CHANGE_Iaq_in","CHANGE_Ismg_in","CHANGE_Ismq_in","CHANGE_Issq_in","CHANGE_Hg_in","CHANGE_R_in"
34,223485.355393338,23813.7119752264,214323.287327261,38793.9933553142,349013.724632154,13056.9867400061,73989.5915267012,5071.41158323849,48867.7849215154,585.190922274843,9098.96162296967,1000100,238136.999302488,479925.707837414,223485.355393338,48867.7849215154,585.190922274843,9098.96162296967,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,122.517762345613,5958.91256354585,53630.2130719127,6436.1383716828,57925.2127911516,3118.36186033723,17670.7172085777,3384.26868563731,901.038377030325,9655.33846676665
35,168641.774111892,22960.6585488201,206645.83501534,42421.5905807362,381670.599087118,15195.1221582927,86105.6922303253,7286.00746056431,59248.9118683814,718.98614978499,9204.82278874561,1000100,229606.49356416,532679.011517036,168641.774111892,59248.9118683814,718.98614978499,9204.82278874561,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,145.326667660283,4995.0003885837,44955.0034972533,6205.58339157301,55850.2256798215,3410.12529711921,19324.0433503422,3700.91117516814,795.177211254393,11115.737725268
36,123688.884995125,21442.3414428205,192981.002831419,45501.0174376928,409393.398597868,17428.7264553291,98762.7832468649,9674.12429939834,71110.7158087127,876.232255903989,9240.77262886581,1000100,214423.34427424,580760.050037153,123688.884995125,71110.7158087127,876.232255903989,9240.77262886581,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,169.302084632711,3999.38093768045,35994.428439124,5795.22741697851,52157.0277922754,3657.80599934194,20727.5673296043,3969.71193727033,759.227371134188,12610.419581958
37,88428.3555023916,19435.6313317258,174920.628445905,47915.9678646693,431135.401996563,19703.1812405209,111651.360362952,12130.3164567336,84468.4234518548,1057.75233308465,9252.98101359916,1000100,194356.259777631,622536.227921439,88428.3555023916,84468.4234518548,1057.75233308465,9252.98101359916,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,193.76439657472,3070.27425822868,27632.4683240582,5252.87333289887,47275.8455259203,3852.05206505417,21828.295035307,4180.52162098902,747.018986400844,14101.1519987284
38,61846.5011146211,17146.2619088884,154316.316319985,49608.6333752005,446376.364503652,21961.3452847769,124447.623280403,14576.8908316473,99299.2286246255,1263.70744933022,9257.12730687034,1000100,171462.578228874,656970.857275679,61846.5011146211,99299.2286246255,1263.70744933022,9257.12730687034,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,218.067319357264,2270.94973528443,20438.5476175598,4634.1248402401,41707.1125189149,3988.21536794385,22599.8870850152,4328.29574815612,742.872693129655,15550.6399410802
39,42486.9465214035,14769.2958984943,132923.631903183,50578.0665172884,455107.788891224,24148.2734597577,136840.21627196,16948.8932565373,115544.719637462,1493.63233824944,9258.53530444,1000100,147692.927801677,683623.238396768,42486.9465214035,115544.719637462,1493.63233824944,9258.53530444,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,241.608757280886,1627.36119227267,14646.2507304541,3991.70159418764,35925.3059197792,4066.21996333985,23041.9131255925,4412.95189819829,741.464695559998,16925.3700795716
40,28788.8852470907,12462.1766576203,112159.56612035,50869.8212865527,457739.689248621,26215.0787089409,148552.112683998,19191.4595920741,133115.703598113,1746.49343125873,9259.01342538107,1000100,124621.74277797,702568.161520186,28788.8852470907,133115.703598113,1746.49343125873,9259.01342538107,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,263.8588096972,1136.32172368899,10226.8955132009,3368.1558534109,30313.3962487432,4089.72907421333,23175.1314205422,4438.46566193695,740.986574618933,18197.5288887868
41,19319.1183985553,10333.5424308534,93001.8637155051,50561.311774353,454968.81887542,28121.4994458077,159355.163526243,21260.2809843077,151898.451663871,2020.77340649925,9259.17577858434,1000100,103335.406146358,714267.074606132,19319.1183985553,151898.451663871,2020.77340649925,9259.17577858434,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,284.382806343178,777.493105964763,6997.43795368287,2792.84930563604,25135.6388420284,4064.96778055483,23034.817423144,4411.59294013702,740.824221415656,19345.9373386013
42,12887.9729412974,8444.83831554104,76003.5309789854,49746.986086613,447645.23561883,29837.1092540783,169076.952439777,23122.127993665,171761.4423189,2314.57316558323,9259.23088673003,1000100,84448.3692945264,719428.411392963,12887.9729412974,171761.4423189,2314.57316558323,9259.23088673003,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,302.852766014246,524.012567754095,4716.11310978686,2282.38873393001,20541.4948591852,3999.53085473346,22664.008176823,4340.57612141616,740.769113269966,20356.1471739827
43,8576.06016438024,6819.28373859801,61373.5430691271,48525.978549236,436661.17179515,31341.3708524693,177601.101497326,24754.6412205317,192561.880077209,2625.71940886383,9259.24962710943,1000100,68192.8268077251,718884.263914713,8576.06016438024,192561.880077209,2625.71940886383,9259.24962710943,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,319.047445948415,349.52369136693,3145.71322230237,1843.04965908054,16587.444072737,3901.3898759192,22107.8759635422,4234.06653200534,740.750372890567,21219.9392613389
44,5709.26772777365,5453.18707604708,49078.6756113831,46993.2961009039,422871.711799947,32622.871111555,184862.936298812,26145.4103474861,214151.520239087,2951.86771187337,9259.25597513173,1000100,54531.8626874302,713496.225658704,5709.26772777365,214151.520239087,2951.86771187337,9259.25597513173,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,332.843926065707,231.677574004169,2085.09816603753,1473.83434487759,13264.5069219954,3778.18452853075,21409.7123283409,4100.35530228143,740.744024868269,21934.4756734767
45,3812.01228291809,4326.43420121692,38937.9016498242,45234.4761544583,407046.712935958,33678.0699743811,190842.396521493,27290.5853286281,236381.558513393,3290.59438330895,9259.25805442109,1000100,43264.3358510411,704092.240914918,3812.01228291809,236381.558513393,3290.59438330895,9259.25805442109,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,344.204078379877,153.138730226072,1378.24857203465,1169.30654086944,10523.7572026552,3636.79304147604,20608.4939016975,3946.9071767957,740.741945578915,22501.3058646591
46,2558.11395400718,3410.67463400692,30696.0670040546,43323.0423304752,389847.907089918,34509.8484365672,195555.807807214,28193.2896806125,259106.51654781,3639.47350509828,9259.2590102356,1000100,34106.7416380615,691429.895344787,2558.11395400718,259106.51654781,3639.47350509828,9259.2590102356,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,353.158913136906,101.240443374402,911.163990369615,921.803955137004,8296.23432542017,3483.12760428938,19737.7230909732,3780.1384852753,740.740989764403,22925.3715957885
47,1728.3133105392,2674.97797839184,24074.7982170805,41319.925097118,371823.686564178,35126.0538948852,199047.638737683,28862.0397545627,282187.169230322,3996.13816915126,9259.25904608791,1000100,26749.7761954723,676179.344048427,1728.3133105392,282187.169230322,3996.13816915126,9259.25904608791,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,359.792914155016,67.1029539783196,603.926585804877,722.967021186984,6506.70222083256,3322.08778136848,18825.1640944214,3605.36658443091,740.740953912093,23214.0953843681
48,1177.22954063643,2089.32102095663,18803.886450004,39274.1021152857,353414.867253634,35538.1643261953,201382.931181773,29309.2913569531,305492.62105932,4358.32662066549,9259.25907457672,1000100,20893.2074709607,658919.356233841,1177.22954063643,305492.62105932,4358.32662066549,9259.25907457672,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,364.229650276815,44.6788146476152,402.109331828537,564.681357015307,5082.13147297406,3157.61200269548,17893.1346819411,3426.86573935944,740.740925423284,23376.5942254817
49,809.298737959469,1626.46478694368,14638.1809924628,37223.8837232249,334966.25807508,35760.1330659326,202640.754040285,29550.1874372972,328901.664894045,4723.91494584572,9259.25930092417,1000100,16264.6457794065,640141.216341819,809.298737959469,328901.664894045,4723.91494584572,9259.25930092417,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,366.619341190123,29.9308289449865,269.377460504878,439.585077552347,3956.26513309805,2992.78093020017,16959.0919378009,3247.9793040932,740.74069907583,23423.0313141576
50,561.99188178981,1262.75387714062,11364.7832992105,35198.4521499622,316740.513952947,35807.433838589,202908.791752004,29601.5217930225,352303.55993905,5090.93839921043,9259.25911707408,1000100,12627.5371763511,620256.713486525,561.99188178981,352303.55993905,5090.93839921043,9259.25911707408,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,367.128576539883,20.1991570806812,181.792413726131,341.284831659628,3071.56305384067,2829.94122643349,16036.3336164564,3071.25404419138,740.74088292592,23364.1007966279
51,394.454434639532,978.253937840994,8804.28422326565,33219.4165200007,298932.130923288,35696.2996266124,202279.03121747,29480.9106711148,375598.355462621,5457.60351685338,9259.25946629396,1000100,9782.53816110665,599607.788958486,394.454434639532,375598.355462621,5457.60351685338,9259.25946629396,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,365.932116981968,13.7455935337049,123.710341803344,264.392956173242,2379.53627655828,2670.83059299148,15134.7066936184,2898.5758373551,740.740533706043,23210.6313337916
52,279.965982077449,756.524847108283,6808.72269496132,31302.2497819787,281680.378550239,35443.1363838691,200844.439508591,29206.1597854467,398696.869940639,5822.29297920472,9259.25954588403,1000100,7565.2475420696,578476.364010125,279.965982077449,398696.869940639,5822.29297920472,9259.25954588403,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,363.206588827767,9.4390287323924,84.9512585915316,204.466174894131,1840.19532296252,2516.69331441936,14261.2621150431,2731.29506991249,740.740454115972,22973.2910851818
53,200.995674591962,584.222523173636,5258.00199956473,29457.547387105,265080.628087312,35064.0860831656,198696.487804605,28794.7880559194,421520.418525061,6183.56500345897,9259.25885604321,1000100,5842.22452273837,557093.537418107,200.995674591962,421520.418525061,6183.56500345897,9259.25885604321,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,359.125775796279,6.54422054558406,58.8979849102565,157.897979236118,1421.08162150398,2368.38146898979,13420.8283242755,2570.33647797341,740.741143956795,22662.3759819048
54,145.988623032335,450.644514310928,4055.8000877101,27692.0916753883,249193.932005723,34574.7130012881,195923.373673966,28263.6851462251,444000.363358902,6540.14871719648,9259.25919625803,1000100,4506.44460202103,535647.79550259,145.988623032335,444000.363358902,6540.14871719648,9259.25919625803,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,353.857237632057,4.58267121352548,41.2440409217293,121.795814678629,1096.16218586759,2226.44051641981,12616.4962597123,2416.29203332383,740.740803741974,22287.6646797384
55,107.284183410142,347.285009445489,3125.56467206536,26009.7290163002,234054.918309614,33989.7889494092,192608.804046652,27628.8831992304,466077.546071691,6890.9366955418,9259.25984664008,1000100,3472.84968151085,514292.123521206,107.284183410142,466077.546071691,6890.9366955418,9259.25984664008,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,347.560007479301,3.24201728784027,29.1781555905624,93.8608133636457,844.747208666313,2091.17982914767,11850.0190318368,2269.49748899748,740.740153359917,21858.3256809542
56,79.768912463751,267.431508602815,2406.88326227751,24412.0790626793,219678.173867541,33323.1560882476,188831.217833403,26905.4066012414,487701.64831004,7234.97563261513,9259.25892088782,1000100,2674.31477088032,493150.033453113,79.768912463751,487701.64831004,7234.97563261513,9259.25892088782,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,340.38311228048,2.31742634070528,20.8568370663475,72.2787861088688,650.508989804732,1962.7297238119,11122.1351016008,2130.09427390439,740.741079112177,21382.8644725862
57,60.003924068124,205.815845918313,1852.34237275245,22899.0998689991,206063.330520448,32587.649299146,184663.346028494,26107.1823699255,508830.515161638,7571.45587868808,9259.25872992287,1000100,2058.15821867076,472320.608087012,60.003924068124,508830.515161638,7571.45587868808,9259.25872992287,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,332.464726390329,1.67382297507769,15.0644067756992,55.6259043022467,500.633073716878,1841.08690276154,10432.8257823154,1998.07880919857,740.741270077126,20869.1007194964
58,45.6578720209391,158.321340093069,1424.89187728503,21469.5327820961,193199.069139136,31795.0633372633,180172.025577826,25247.0102002832,529429.467411532,7899.70037424587,9259.26008821967,1000100,1583.2132173781,451882.701036604,45.6578720209391,529429.467411532,7899.70037424587,9259.26008821967,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,323.93182924692,1.22155485734014,10.9939937160613,42.789551376505,385.105912779738,1726.15022804862,9781.5179589422,1873.34133276595,740.739911780332,20324.1675153658
59,35.1369143895402,121.742208667514,1095.67973792521,20121.2490997235,181066.239589644,30956.1529114224,175418.199831393,24336.5655059217,549470.621419587,8219.1534221381,9259.25935918781,1000100,1217.42194659273,431898.406938105,35.1369143895402,549470.621419587,8219.1534221381,9259.25935918781,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,314.900212093258,0.900693355797568,8.10624020217812,32.9032996398686,296.129658898706,1617.74859655121,9167.2420471235,1755.69615129588,740.740640812188,19754.526447528
60,27.341930264919,93.5889176973423,842.300152368939,18851.5176906864,169640.26935048,30080.6563386664,170457.052585776,23386.41545084,568932.229870209,8529.36961801074,9259.25809499948,1000100,935.889070066281,412415.911416449,27.341930264919,568932.229870209,8529.36961801074,9259.25809499948,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,305.474713514249,0.67087378007882,6.03786402070939,25.2943020803628,227.648689829443,1515.66245959802,8588.75393772211,1644.90499491258,740.741905000523,19165.9936279534
61,21.5082475698511,71.9324708457891,647.392156023436,17657.2097594856,158893.006428175,29177.3355063228,165338.234535829,22406.0662530823,587798.052436094,8830.0031039548,9259.25910261688,1000100,719.324626869225,393471.852482895,21.5082475698511,587798.052436094,8830.0031039548,9259.25910261688,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,295.749657468944,0.504692337226742,4.54223103504068,19.4412083366997,174.970852979307,1419.64028836498,8044.62830073488,1540.69488659765,740.740897383123,18563.7729111723
62,17.0991139749592,55.2809063357079,497.528094755086,16534.9540966253,148794.116641689,28254.0265676882,160106.150550233,21404.0254484705,606056.762073168,9120.79730842653,9259.25919863301,1000100,552.809001090794,375093.273304707,17.0991139749592,606056.762073168,9120.79730842653,9259.25919863301,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,285.809413449179,0.383391918087385,3.45052726278647,14.9407854961373,134.46705263651,1329.41105780679,7533.3293275718,1442.77169064303,740.74080136699,17952.4935009522
63,13.7343898639258,42.4819881593172,382.337845913893,15481.2536055681,139312.132394648,27317.6971615307,154800.283915341,20387.8539533612,623701.39019844,9401.5753019752,9259.25924519929,1000100,424.819834073211,357299.221030448,13.7343898639258,623701.39019844,9401.5753019752,9259.25924519929,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,275.728992587244,0.294026790533839,2.64624111480455,11.4816184214371,103.334552949701,1244.69361682774,7053.2638286905,1350.83028182855,740.740754800712,17336.2498887816
64,11.1424569141611,32.6469329749178,293.822360508295,14492.5717477763,130415.230708463,26374.5070097639,149455.539721995,19364.2367894964,640728.812319654,9672.23076236201,9259.25919009227,1000100,326.469293483213,340102.085977495,11.1424569141611,640728.812319654,9672.23076236201,9259.25919009227,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,265.574709884376,0.227587055421427,2.04828349879284,8.82349539862644,79.4114487860257,1165.20363955062,6602.82062412019,1264.56208943478,740.740809907729,16718.6425176671
65,9.12750938066263,25.0908405498198,225.817537271173,13565.3957968025,122071.802535155,25429.8695898013,144102.594342207,18339.0491435852,657139.274157757,9932.71960912056,9259.25893836966,1000100,250.908377820993,323508.711407551,9.12750938066263,657139.274157757,9932.71960912056,9259.25893836966,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,255.404846439267,0.177748930459075,1.59974037413168,6.78130825670806,61.0317668300468,1090.65871178727,6180.39936679453,1183.66061744355,740.741061630337,16102.8181074496
66,7.54719050308711,19.286392007316,173.577506943343,12696.2821795329,114250.860852857,24488.5132206624,138768.241583754,17317.4223755494,672935.957757057,10183.0523020111,9259.25863912295,1000100,192.863898950659,307521.320212355,7.54719050308711,672935.957757057,10183.0523020111,9259.25863912295,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,245.27030652553,0.140037225610035,1.26033503049032,5.21253838035567,46.912839714417,1020.78197712345,5784.43120369952,1107.82540152932,740.741360877053,15491.5088454752
67,6.29708646043396,14.8278327872479,133.450478965105,11881.8883199971,106922.327282896,23554.5404034359,133475.728952803,16303.8079427106,688124.585753218,10423.2867849323,9259.25916179342,1000100,148.278311752353,292138.292901843,6.29708646043396,688124.585753218,10423.2867849323,9259.25916179342,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,235.215255499682,0.111258032125621,1.00132228913059,4.00752237493186,36.0676970175959,955.304697662865,5413.39328675624,1036.76478816125,740.740838206577,14887.0699289723
68,5.29998121110855,11.4031386543495,102.628235586701,11118.9940449505,100057.224761346,22631.4846354956,128245.079601142,15302.0420520612,702713.062394588,10653.5220522247,9259.25910274023,1000100,114.031374241051,277354.825094995,5.29998121110855,702713.062394588,10653.5220522247,9259.25910274023,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,225.277737395793,0.089113380753242,0.802020426779178,3.08192936604042,27.7373609693788,893.967975421433,5065.81852738812,970.197802782951,740.740897259771,14291.5151087466
69,4.49830501941257,8.77247834252076,78.9522956937924,10404.5152226057,93627.8003075701,21722.3641937893,123093.397098139,14315.3979367543,716711.148957503,10873.8923263715,9259.26087821087,1000100,87.7247740363131,263163.474758859,4.49830501941257,716711.148957503,10873.8923263715,9259.26087821087,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,215.490241862084,0.0719365744015067,0.64742916961356,2.37094009257318,21.3384582956196,836.523849178143,4740.30181200948,907.855340193334,740.739121789129,13706.5500673202
70,3.8487847734959,6.75156948032038,60.7641181575327,9735.51158793979,87607.595470649,20829.7325917841,118035.151353443,13346.6538195509,730130.171422327,11084.5617615251,9259.2575203699,1000100,67.5156876378531,249554.644823367,3.8487847734959,730130.171422327,11084.5617615251,9259.2575203699,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,205.8802735716,0.0585090566225811,0.52658150960323,1.8247485081947,16.422734637171,782.735923858112,4435.5035685293,849.480847597951,740.7424796301,13133.6034798275
71,3.31864240087901,5.19886234855865,46.789755668625,9109.19020877173,81971.4775415577,19955.7255908046,113082.44501456,12398.114591042,742982.758023687,11285.7197500257,9259.26201913357,1000100,51.9886180171837,236516.952946736,3.31864240087901,742982.758023687,11285.7197500257,9259.26201913357,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,196.470800126981,0.0479330308138484,0.431397277324636,1.40509793204288,12.6458799104392,732.379649380399,4150.15134648892,794.830627234541,740.737980866434,12573.855870701
72,2.88285829878624,4.00565263265737,36.0508695205786,8522.90580080523,76695.6424048977,19102.1047301272,108245.260137388,11471.7104525348,755282.604604702,11477.5765678472,9259.25592124673,1000100,40.056522153236,224037.623525753,2.88285829878624,755282.604604702,11477.5765678472,9259.25592124673,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,187.280822680159,0.0395419585176417,0.355877626658775,1.08260881963713,9.74347824880503,685.242346122057,3883.03996135832,743.673864008434,740.744078753271,12028.2660521816
73,2.52219463974107,3.08847825225025,27.7963010852729,7974.15873975828,71757.5966633607,18270.2974415182,103531.685501936,10568.9702428375,767044.265204127,11660.3596938293,9259.25953865507,1000100,30.8847793375231,212102.708589411,2.52219463974107,767044.265204127,11660.3596938293,9259.25953865507,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,178.325668507715,0.0328373237387335,0.295535913648601,0.834723851959527,7.5125138068305,641.12304519648,3633.03058944672,695.792452151218,740.740461344934,11497.5956229016
74,2.22175212799455,2.38326458709736,21.449378853185,7460.59146318638,67136.1252684507,17461.4338580795,98948.125195784,9691.13550424048,778282.966207004,11834.3102775777,9259.25783010941,1000100,23.8326434402823,200697.411289741,2.22175212799455,778282.966207004,11834.3102775777,9259.25783010941,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,169.617534341814,0.0274435647287988,0.246992082559189,0.644125564080369,5.79712941977972,599.832199239094,3399.04912902153,650.980681344753,740.742169890595,10982.4310958857
75,1.96991112378957,1.84082587433611,16.5674310139861,6979.98375538205,62811.2490979723,16676.3804730959,94499.4893475432,8839.13877952446,789014.441515987,11999.6802293457,9259.25863313772,1000100,18.4082568883222,189806.241453518,1.96991112378957,789014.441515987,11999.6802293457,9259.25863313772,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,161.165733205464,0.0230757486905728,0.207681738215155,0.497520506577327,4.47768405783408,561.191303373823,3180.08405245166,609.044825366939,740.741366862281,10483.2043211565
76,1.75754859193245,1.42340766868955,12.8106676024897,6530.24730562755,58764.175992833,15915.7708089265,90189.3679172501,8013.66943306501,799254.787301383,12156.7294900416,9259.26012701024,1000100,14.2340752711793,179413.231457702,1.75754859193245,799254.787301383,12156.7294900416,9259.26012701024,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,152.977089143958,0.0195162183097237,0.175645964787513,0.384704775321501,3.46234259526749,525.032457742921,2975.18392720989,569.802667317899,740.73987298976,10000.2108747162
77,1.57745470222157,1.10203024118317,9.91827109021154,6109.41982369799,54977.247808294,15180.0332931203,86020.1886610147,7215.19584407369,809020.334230839,12305.7236902807,9259.25889264596,1000100,11.0203013313947,169502.085430201,1.57745470222157,809020.334230839,12305.7236902807,9259.25889264596,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,145.056221345249,0.0165975951661502,0.149378356495352,0.297846011130586,2.68061380816528,491.197894428848,2783.4547350968,533.08298620185,740.741107354041,9533.62680699509
78,1.42389539307605,0.85444840120844,7.69003478631537,5715.65892530438,51433.8853939244,14469.4165265061,81993.3603168679,6443.98377740975,818327.535619711,12446.932097161,9259.25896453485,1000100,8.54448318752381,160056.304940013,1.42389539307605,818327.535619711,12446.932097161,9259.25896453485,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,137.405798214453,0.0141903286065754,0.127712957459179,0.230932000326605,2.07838778008523,459.539485870919,2604.05708660187,498.725023425803,740.741035465146,9083.52379399436
79,1.29228238142419,0.663585577458997,5.97226956784837,5347.23594390586,48118.5329101709,13784.0121295001,78109.4020671675,5700.1338723439,827192.870022731,12580.6257802382,9259.25913641594,1000100,6.63585514530737,151059.316923088,1.29228238142419,827192.870022731,12580.6257802382,9259.25913641594,7.73148148148149e-07,0.9,5,0.2,3.7,0.935,15,0.86,0.85,2.5,12.5,12.5,0.124,12.5,12.5,1,10000,0.8,12.5,150,0,130.026808520248,0.012193515661523,0.109741640953707,0.179347453367297,1.61412691022929,429.918247355631,2436.20340168191,466.577942866576,740.740863584058,8649.88276628161
